Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Luke Falk,MIA/NYJ/TEN,2018,4,"$2,608,832","$652,208","$148,832",0.4%,"$3,760,134","$940,033","$214,513"
Luke Falk,Jets,2019,1,"$570,000","$570,000",$0,0.3%,"$773,528","$773,528",$0
Luke Falk,Jets,2019,1,"$204,000","$204,000",$0,0.1%,"$276,842","$276,842",$0
Luke McCown,TB/JAX,2009,2,"$7,500,000","$3,750,000","$2,500,000",3%,"$15,573,171","$7,786,585","$5,191,057"
Luke McCown,Jaguars,2011,1,"$1,800,000","$1,800,000","$250,000",1.5%,"$3,819,065","$3,819,065","$530,426"
Luke McCown,Saints,2016,2,"$3,000,000","$1,500,000","$500,000",1%,"$4,934,630","$2,467,315","$822,438"
Luke McCown,Saints,2015,1,"$1,050,000","$1,050,000","$350,000",0.7%,"$1,871,650","$1,871,650","$623,883"
Luke McCown,Saints,2014,1,"$920,000","$920,000","$200,000",0.7%,"$1,766,677","$1,766,677","$384,060"
Luke McCown,NO/ATL,2012,1,"$825,000","$825,000",$0,0.7%,"$1,747,139","$1,747,139",$0
Luke McCown,Saints,2013,1,"$825,000","$825,000",$0,0.7%,"$1,713,049","$1,713,049",$0
Luke McCown,Cowboys,2017,1,"$1,080,000","$1,080,000","$250,000",0.6%,"$1,651,689","$1,651,689","$382,335"
Luke McCown,TB/CLE,2004,5,"$2,475,000","$495,000","$550,000",0.6%,"$7,844,370","$1,568,874","$1,743,193"
Mac Jones,JAX/NE,2021,4,"$15,586,340","$3,896,585","$15,586,340",2.1%,"$21,812,336","$5,453,084","$21,812,336"
Malik Cunningham,Patriots,2023,3,"$2,725,000","$908,333","$200,000",0.4%,"$3,095,930","$1,031,976","$227,224"
Malik Cunningham,Patriots,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Malik Cunningham,Ravens,2023,3,"$2,695,000","$898,333",$0,0.4%,"$3,061,846","$1,020,615",$0
Malik Cunningham,Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,Patriots,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Malik Cunningham,Ravens,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Malik Willis,GB/TEN,2022,4,"$5,160,100","$1,290,025","$932,800",0.6%,"$6,329,921","$1,582,480","$1,144,271"
Manny Wilkins,Packers,2019,3,"$1,762,000","$587,333","$7,000",0.3%,"$2,391,152","$797,050","$9,499"
Manny Wilkins,Packers,2020,1,"$510,000","$510,000",$0,0.3%,"$657,185","$657,185",$0
Manny Wilkins,Packers,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Marcus Mariota,Falcons,2022,2,"$18,750,000","$9,375,000","$6,750,000",4.5%,"$23,000,720","$11,500,360","$8,280,259"
Marcus Mariota,Raiders,2020,2,"$17,600,000","$8,800,000","$7,500,000",4.4%,"$22,679,314","$11,339,657","$9,664,480"
Marcus Mariota,Titans,2015,4,"$24,213,974","$6,053,494","$24,213,974",4.2%,"$43,161,983","$10,790,497","$43,161,983"
Marcus Mariota,Commanders,2024,1,"$6,000,000","$6,000,000","$5,390,000",2.3%,"$6,000,000","$6,000,000","$5,390,000"
Marcus Mariota,Eagles,2023,1,"$5,000,000","$5,000,000","$5,000,000",2.2%,"$5,680,605","$5,680,605","$5,680,605"
Marcus Mariota,Raiders,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Mark Brunell,Jaguars,1997,4,"$30,500,000","$7,625,000","$10,000,000",18.4%,"$187,911,902","$46,977,976","$61,610,460"
Mark Brunell,Jaguars,2001,4,"$30,000,000","$7,500,000","$8,000,000",11.1%,"$113,671,093","$28,417,773","$30,312,291"
Mark Brunell,Commanders,2004,7,"$43,360,000","$6,194,286","$8,600,000",7.7%,"$137,427,018","$19,632,432","$27,257,204"
Mark Brunell,Jaguars,1995,3,"$2,900,000","$966,667",$0,2.6%,"$19,963,881","$6,654,629",$0
Mark Brunell,Commanders,2007,1,"$2,000,000","$2,000,000",$0,1.8%,"$4,686,239","$4,686,239",$0
Mark Brunell,Saints,2008,2,"$3,600,000","$1,800,000","$500,000",1.6%,"$7,926,207","$3,963,103","$1,100,862"
Mark Brunell,Jets,2010,2,"$3,000,000","$1,500,000","$300,000",1.2%,"$5,939,535","$2,969,767","$593,953"
Mark Brunell,Jets,2011,1,"$960,000","$960,000","$575,000",0.8%,"$2,036,835","$2,036,835","$1,219,979"
Mark Brunell,Packers,1993,2,"$312,625","$156,313","$55,000",0%,$0,$0,$0
Mark Sanchez,Jets,2012,3,"$40,475,000","$13,491,667","$19,500,000",11.2%,"$85,715,713","$28,571,905","$41,296,020"
Mark Sanchez,Jets,2009,5,"$47,500,000","$9,500,000","$28,000,000",7.7%,"$98,630,081","$19,726,016","$58,139,837"
Mark Sanchez,PHI/DEN,2015,2,"$9,000,000","$4,500,000","$5,500,000",3.1%,"$16,042,714","$8,021,357","$9,803,881"
Mark Sanchez,Eagles,2014,1,"$2,250,000","$2,250,000","$1,500,000",1.7%,"$4,320,677","$4,320,677","$2,880,451"
Mark Sanchez,Cowboys,2016,1,"$2,000,000","$2,000,000",$0,1.3%,"$3,289,753","$3,289,753",$0
Mark Sanchez,Bears,2017,1,"$2,000,000","$2,000,000","$1,000,000",1.2%,"$3,058,683","$3,058,683","$1,529,341"
Mark Sanchez,Commanders,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Marquise Williams,Packers,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Mason Rudolph,Steelers,2021,1,"$4,985,199","$4,985,199","$2,080,000",2.7%,"$6,976,547","$6,976,547","$2,910,860"
Mason Rudolph,Titans,2024,1,"$2,870,000","$2,870,000","$2,700,000",1.1%,"$2,870,000","$2,870,000","$2,700,000"
Mason Rudolph,Steelers,2018,4,"$3,921,866","$980,467","$932,264",0.6%,"$5,652,622","$1,413,156","$1,343,681"
Mason Rudolph,Steelers,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Matt Barkley,49ers,2017,2,"$4,000,000","$2,000,000","$500,000",1.2%,"$6,117,365","$3,058,683","$764,671"
Matt Barkley,Bills,2018,2,"$4,000,000","$2,000,000","$600,000",1.1%,"$5,765,237","$2,882,619","$864,786"
Matt Barkley,Bengals,2018,2,"$3,350,000","$1,675,000","$500,000",0.9%,"$4,828,386","$2,414,193","$720,655"
Matt Barkley,ATL/CAR,2021,1,"$1,075,000","$1,075,000",$0,0.6%,"$1,504,411","$1,504,411",$0
Matt Barkley,ARI/PHI,2013,4,"$2,739,528","$684,882","$497,028",0.6%,"$5,688,418","$1,422,105","$1,032,040"
Matt Barkley,Bills,2023,1,"$1,250,200","$1,250,200","$235,200",0.6%,"$1,420,378","$1,420,378","$267,216"
Matt Barkley,Bills,2022,1,"$1,145,000","$1,145,000","$125,000",0.5%,"$1,404,577","$1,404,577","$153,338"
Matt Barkley,JAX/NYG,2023,1,"$1,165,000","$1,165,000",$0,0.5%,"$1,323,581","$1,323,581",$0
Matt Barkley,Cardinals,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Matt Barkley,Bills,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Matt Barkley,Bears,2016,1,"$675,000","$675,000",$0,0.4%,"$1,110,292","$1,110,292",$0
Matt Barkley,Bills,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Matt Barkley,Bears,2016,1,"$244,800","$244,800",$0,0.2%,"$402,666","$402,666",$0
Matt Barkley,Titans,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Matt Barkley,Falcons,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Matt Barkley,Giants,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Matt Barkley,Giants,2023,1,"$289,800","$289,800",$0,0.1%,"$329,248","$329,248",$0
Matt Barkley,Titans,2021,1,"$1,100,000","$110,000","$25,000",0.1%,"$1,539,397","$153,940","$34,986"
Matt Blanchard,Bears,2016,1,"$450,000","$450,000",$0,0.3%,"$740,194","$740,194",$0
Matt Cassel,Chiefs,2009,6,"$63,000,000","$10,500,000","$27,750,000",8.5%,"$130,814,634","$21,802,439","$57,620,732"
Matt Cassel,BUF/MIN,2014,2,"$10,500,000","$5,250,000","$5,650,000",3.9%,"$20,163,158","$10,081,579","$10,849,699"
Matt Cassel,Vikings,2013,1,"$3,700,000","$3,700,000","$2,000,000",3%,"$7,682,764","$7,682,764","$4,152,846"
Matt Cassel,Titans,2017,2,"$5,250,000","$2,625,000","$500,000",1.6%,"$8,029,042","$4,014,521","$764,671"
Matt Cassel,Bills,2015,1,"$2,000,000","$2,000,000",$0,1.4%,"$3,565,047","$3,565,047",$0
Matt Cassel,Cowboys,2015,1,"$2,000,000","$2,000,000",$0,1.4%,"$3,565,047","$3,565,047",$0
Matt Cassel,Titans,2016,1,"$2,000,000","$2,000,000","$750,000",1.3%,"$3,289,753","$3,289,753","$1,233,657"
Matt Cassel,Lions,2018,1,"$1,105,000","$1,105,000",$0,0.6%,"$1,592,647","$1,592,647",$0
Matt Cassel,Patriots,2005,4,"$1,439,000","$359,750","$54,000",0.4%,"$4,298,487","$1,074,622","$161,305"
Matt Corral,NE/CAR,2022,4,"$2,094,246","$1,273,562","$884,904",0.6%,"$2,569,022","$1,562,285","$1,085,516"
Matt Corral,Vikings,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Matt Flynn,Seahawks,2012,3,"$19,500,000","$6,500,000","$10,000,000",5.4%,"$41,296,020","$13,765,340","$21,177,446"
Matt Flynn,Raiders,2013,2,"$11,500,000","$5,750,000","$6,500,000",4.7%,"$23,878,862","$11,939,431","$13,496,748"
Matt Flynn,Packers,2013,2,"$1,793,750","$896,875",$0,0.7%,"$3,724,583","$1,862,292",$0
Matt Flynn,Saints,2015,1,"$870,000","$870,000",$0,0.6%,"$1,550,796","$1,550,796",$0
Matt Flynn,Packers,2008,4,"$1,769,175","$442,294","$64,175",0.4%,"$3,895,235","$973,809","$141,296"
Matt Hasselbeck,Seahawks,2005,6,"$48,000,000","$8,000,000","$17,000,000",9.4%,"$143,382,456","$23,897,076","$50,781,287"
Matt Hasselbeck,Seahawks,2000,4,"$18,105,000","$4,526,250","$2,000,000",7.3%,"$74,374,590","$18,593,647","$8,215,917"
Matt Hasselbeck,Titans,2011,3,"$20,000,000","$6,666,667","$6,000,000",5.5%,"$42,434,060","$14,144,687","$12,730,218"
Matt Hasselbeck,Colts,2013,2,"$7,250,000","$3,625,000","$3,000,000",2.9%,"$15,054,065","$7,527,033","$6,229,268"
Matt Hasselbeck,Colts,2015,1,"$3,000,000","$3,000,000","$1,000,000",2.1%,"$5,347,571","$5,347,571","$1,782,524"
Matt Hasselbeck,Packers,2000,2,"$750,000","$375,000","$30,000",0.6%,"$3,080,969","$1,540,484","$123,239"
Matt Hasselbeck,Packers,1999,1,"$250,000","$250,000",$0,0.4%,"$1,114,544","$1,114,544",$0
Matt Hasselbeck,Packers,1998,3,"$590,000","$196,667","$50,000",0.4%,"$2,876,346","$958,784","$243,758"
Matt Hasselbeck,Packers,1998,1,"$158,000","$158,000",$0,0.3%,"$770,276","$770,276",$0
Matt Johnson,Bengals,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
Matt Leinart,Cardinals,2006,6,"$32,860,000","$5,476,667",$0,5.4%,"$82,278,863","$13,713,145",$0
Matt Leinart,Texans,2011,2,"$5,500,000","$2,750,000","$2,000,000",2.3%,"$11,669,367","$5,834,683","$4,243,406"
Matt Leinart,Texans,2010,1,"$1,000,000","$1,000,000",$0,0.8%,"$1,979,845","$1,979,845",$0
Matt Leinart,Bills,2013,1,"$840,000","$840,000",$0,0.7%,"$1,744,195","$1,744,195",$0
Matt Leinart,Raiders,2012,1,"$750,000","$750,000",$0,0.6%,"$1,588,308","$1,588,308",$0
Matt McGloin,Raiders,2016,1,"$2,553,000","$2,553,000",$0,1.6%,"$4,199,370","$4,199,370",$0
Matt McGloin,Eagles,2017,1,"$800,000","$800,000",$0,0.5%,"$1,223,473","$1,223,473",$0
Matt McGloin,Texans,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Matt McGloin,Chiefs,2018,1,"$790,000","$790,000",$0,0.4%,"$1,138,634","$1,138,634",$0
Matt McGloin,Raiders,2013,3,"$1,485,000","$495,000",$0,0.4%,"$3,083,488","$1,027,829",$0
Matt Moore,Dolphins,2013,2,"$8,000,000","$4,000,000","$4,000,000",3.3%,"$16,611,382","$8,305,691","$8,305,691"
Matt Moore,Panthers,2010,1,"$3,043,000","$3,043,000",$0,2.4%,"$6,024,668","$6,024,668",$0
Matt Moore,Dolphins,2011,2,"$5,025,000","$2,512,500","$1,500,000",2.1%,"$10,661,558","$5,330,779","$3,182,555"
Matt Moore,Dolphins,2015,1,"$2,600,000","$2,600,000","$1,600,000",1.8%,"$4,634,562","$4,634,562","$2,852,038"
Matt Moore,Dolphins,2016,2,"$3,550,000","$1,775,000","$2,250,000",1.1%,"$5,839,312","$2,919,656","$3,700,972"
Matt Moore,Chiefs,2020,1,"$1,187,500","$1,187,500","$887,500",0.6%,"$1,530,209","$1,530,209","$1,143,630"
Matt Moore,Chiefs,2019,1,"$1,030,000","$1,030,000",$0,0.5%,"$1,397,779","$1,397,779",$0
Matt Moore,DAL/CAR,2007,3,"$1,130,000","$376,667","$15,000",0.3%,"$2,647,725","$882,576","$35,147"
Matt Moore,Chiefs,2020,1,"$253,765","$253,765",$0,0.1%,"$327,001","$327,001",$0
Matt Moore,Chiefs,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Matt Ryan,ATL/IND,2018,5,"$150,000,000","$30,000,000","$100,000,000",16.9%,"$216,196,388","$43,239,278","$144,130,926"
Matt Ryan,Falcons,2013,5,"$103,750,000","$20,750,000","$59,000,000",16.9%,"$215,428,862","$43,085,772","$122,508,943"
Matt Ryan,Falcons,2008,6,"$67,500,000","$11,250,000","$34,750,000",9.7%,"$148,616,379","$24,769,397","$76,509,914"
Matt Schaub,Texans,2012,4,"$62,000,000","$15,500,000","$24,250,000",12.9%,"$131,300,166","$32,825,041","$51,355,307"
Matt Schaub,Texans,2007,6,"$48,000,000","$8,000,000","$7,000,000",7.3%,"$112,469,725","$18,744,954","$16,401,835"
Matt Schaub,Raiders,2014,2,"$13,500,000","$6,750,000",$0,5.1%,"$25,924,060","$12,962,030",$0
Matt Schaub,Falcons,2017,1,"$8,000,000","$4,000,000","$2,500,000",2.4%,"$12,234,731","$6,117,365","$3,823,353"
Matt Schaub,Ravens,2015,1,"$2,000,000","$2,000,000","$2,000,000",1.4%,"$3,565,047","$3,565,047","$3,565,047"
Matt Schaub,Falcons,2016,1,"$1,750,000","$1,750,000","$500,000",1.1%,"$2,878,534","$2,878,534","$822,438"
Matt Schaub,Falcons,2019,2,"$3,780,000","$1,890,000","$750,000",1%,"$5,129,713","$2,564,857","$1,017,800"
Matt Schaub,Falcons,2004,3,"$1,365,000","$455,000","$445,000",0.6%,"$4,326,289","$1,442,096","$1,410,402"
Matt Scott,Bengals,0,2,"$930,000","$465,000",$0,0%,$0,$0,$0
Matt Simms,Falcons,2017,2,"$1,320,000","$660,000",$0,0.4%,"$2,018,731","$1,009,365",$0
Matt Simms,Falcons,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Matt Stafford,Rams,2022,4,"$160,000,000","$40,000,000","$135,000,000",19.2%,"$196,272,815","$49,068,204","$165,605,187"
Matt Stafford,DET/LAR,2017,5,"$135,000,000","$27,000,000","$92,000,000",16.2%,"$206,461,078","$41,292,216","$140,699,401"
Matt Stafford,Lions,2013,3,"$53,000,000","$17,666,667","$41,500,000",14.4%,"$110,050,407","$36,683,470","$86,171,545"
Matt Stafford,Lions,2009,6,"$72,000,000","$12,000,000","$41,700,000",9.8%,"$149,502,439","$24,917,073","$86,586,829"
Max Duggan,Chargers,2023,4,"$3,926,220","$981,555","$86,220",0.4%,"$4,460,661","$1,115,165","$97,956"
Max Duggan,Chargers,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Max Duggan,Chargers,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Max Duggan,Chargers,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Max Duggan,Chargers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Max Duggan,Chargers,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Max McCaffrey,49ers,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Max McCaffrey,Packers,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Max Wittek,Jaguars,2016,3,"$1,620,000","$540,000",$0,0.3%,"$2,664,700","$888,233",$0
McLeod Bethel-Thompson,Eagles,2016,1,"$600,000","$600,000",$0,0.4%,"$986,926","$986,926",$0
Michael Penix Jr.,Falcons,2024,4,"$22,882,636","$5,720,659","$22,882,636",2.2%,"$22,882,636","$5,720,659","$22,882,636"
Michael Pratt,Packers,2024,4,"$4,106,940","$1,026,735","$86,940",0.4%,"$4,106,940","$1,026,735","$86,940"
Michael Pratt,Buccaneers,2024,1,"$256,667","$256,667",$0,0.1%,"$256,667","$256,667",$0
Michael Pratt,Buccaneers,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Michael Vick,Falcons,2004,7,"$91,000,000","$13,000,000","$37,000,000",16.1%,"$288,419,250","$41,202,750","$117,269,365"
Michael Vick,Eagles,2011,5,"$80,000,000","$16,000,000","$35,500,000",13.3%,"$169,736,241","$33,947,248","$75,320,457"
Michael Vick,Falcons,2001,6,"$37,300,000","$6,216,667","$22,500,000",9.2%,"$141,331,059","$23,555,178","$85,253,319"
Michael Vick,Eagles,2013,1,"$7,500,000","$7,500,000","$3,500,000",6.1%,"$15,573,171","$15,573,171","$7,267,480"
Michael Vick,Jets,2014,1,"$4,000,000","$4,000,000","$4,000,000",3%,"$7,681,203","$7,681,203","$7,681,203"
Michael Vick,Eagles,2009,2,"$6,875,000","$3,437,500","$1,500,000",2.8%,"$14,275,407","$7,137,703","$3,114,634"
Michael Vick,Steelers,2015,1,"$970,000","$970,000",$0,0.7%,"$1,729,048","$1,729,048",$0
Mike Bercovici,Chargers,2017,1,"$465,000","$465,000",$0,0.3%,"$711,144","$711,144",$0
Mike Bercovici,Cardinals,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Mike Glennon,Bears,2017,3,"$45,000,000","$15,000,000","$18,500,000",9%,"$68,820,359","$22,940,120","$28,292,814"
Mike Glennon,Cardinals,2018,2,"$8,000,000","$4,000,000","$4,000,000",2.3%,"$11,530,474","$5,765,237","$5,765,237"
Mike Glennon,Raiders,2019,1,"$1,950,000","$1,950,000","$1,400,000",1%,"$2,646,281","$2,646,281","$1,899,894"
Mike Glennon,Giants,2021,1,"$1,375,000","$1,375,000","$450,000",0.8%,"$1,924,247","$1,924,247","$629,753"
Mike Glennon,Buccaneers,2013,4,"$3,104,063","$776,016","$637,500",0.6%,"$6,445,347","$1,611,337","$1,323,720"
Mike Glennon,Jaguars,2020,1,"$1,187,500","$1,187,500",$0,0.6%,"$1,530,209","$1,530,209",$0
Mike Glennon,Jaguars,2020,1,"$1,150,000","$1,150,000",$0,0.6%,"$1,481,887","$1,481,887",$0
Mike Glennon,Dolphins,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Mike Glennon,Dolphins,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Mike Glennon,Jaguars,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Mike Kafka,Vikings,2015,1,"$660,000","$660,000",$0,0.5%,"$1,176,466","$1,176,466",$0
Mike White,Dolphins,2023,2,"$8,000,000","$4,000,000","$4,500,000",1.8%,"$9,088,968","$4,544,484","$5,112,544"
Mike White,Jets,2022,1,"$2,540,000","$2,540,000",$0,1.2%,"$3,115,831","$3,115,831",$0
Mike White,Jets,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Mike White,Jets,2020,2,"$1,525,000","$762,500",$0,0.4%,"$1,965,111","$982,555",$0
Mike White,Cowboys,2018,4,"$2,677,556","$669,389","$217,556",0.4%,"$3,859,186","$964,797","$313,565"
Mike White,Jets,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Mike White,Jets,2020,1,"$675,000","$675,000",$0,0.3%,"$869,803","$869,803",$0
Mike White,Jets,2020,2,"$1,260,000","$630,000",$0,0.3%,"$1,623,633","$811,816",$0
Mike White,Bills,2024,1,"$424,600","$424,600",$0,0.2%,"$424,600","$424,600",$0
Mike White,Bills,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Mike White,Jets,2019,1,"$204,000","$204,000",$0,0.1%,"$276,842","$276,842",$0
Mike White,Jets,2020,1,"$167,988","$167,988",$0,0.1%,"$216,469","$216,469",$0
Mike White,Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,Jets,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Mike White,Jets,2020,1,"$136,682","$136,682",$0,0.1%,"$176,128","$176,128",$0
Mitch Leidner,Vikings,2017,3,"$1,655,000","$555,000",$0,0.3%,"$2,531,060","$848,784",$0
Mitchell Trubisky,Bears,2017,4,"$29,032,436","$7,258,109","$29,032,436",4.3%,"$44,400,504","$11,100,126","$44,400,504"
Mitchell Trubisky,Steelers,2022,2,"$14,285,000","$7,412,500","$5,250,000",3.6%,"$17,523,482","$9,092,951","$6,440,202"
Mitchell Trubisky,Steelers,2023,2,"$11,250,000","$5,625,000","$6,920,000",2.5%,"$12,781,361","$6,390,681","$7,861,957"
Mitchell Trubisky,Bills,2021,1,"$2,500,000","$2,500,000","$2,000,000",1.4%,"$3,498,630","$3,498,630","$2,798,904"
Mitchell Trubisky,Bills,2024,2,"$5,250,000","$2,625,000","$3,710,000",1%,"$5,250,000","$2,625,000","$3,710,000"
Nate Stanley,Vikings,2020,4,"$3,372,548","$843,137","$77,548",0.4%,"$4,345,857","$1,086,464","$99,928"
Nate Stanley,Vikings,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Nate Stanley,Vikings,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Nate Sudfeld,Eagles,2019,1,"$3,095,000","$3,095,000",$0,1.6%,"$4,200,122","$4,200,122",$0
Nate Sudfeld,Eagles,2020,1,"$2,000,000","$2,000,000","$1,000,000",1%,"$2,577,195","$2,577,195","$1,288,597"
Nate Sudfeld,49ers,2022,1,"$2,000,000","$2,000,000","$2,000,000",1%,"$2,453,410","$2,453,410","$2,453,410"
Nate Sudfeld,Eagles,2020,1,"$1,700,000","$1,700,000","$1,610,000",0.9%,"$2,190,616","$2,190,616","$2,074,642"
Nate Sudfeld,Lions,2023,1,"$1,600,000","$1,600,000","$1,000,000",0.7%,"$1,817,794","$1,817,794","$1,136,121"
Nate Sudfeld,49ers,2021,1,"$990,000","$990,000","$252,000",0.5%,"$1,385,458","$1,385,458","$352,662"
Nate Sudfeld,Lions,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Nate Sudfeld,Lions,2024,1,"$1,210,000","$1,210,000","$300,000",0.5%,"$1,210,000","$1,210,000","$300,000"
Nate Sudfeld,Commanders,2016,4,"$2,477,336","$619,334","$137,336",0.4%,"$4,074,912","$1,018,728","$225,901"
Nate Sudfeld,Eagles,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Nate Sudfeld,Eagles,2017,1,"$540,005","$540,005",$0,0.3%,"$825,852","$825,852",$0
Nate Sudfeld,49ers,2021,1,"$257,200","$257,200",$0,0.1%,"$359,939","$359,939",$0
Nate Sudfeld,49ers,2021,1,"$211,400","$211,400",$0,0.1%,"$295,844","$295,844",$0
Nate Sudfeld,49ers,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Nathan Enderle,Bears,2011,4,"$2,208,860","$552,215","$168,860",0.5%,"$4,686,545","$1,171,636","$358,271"
Nathan Enderle,Titans,2013,2,"$1,050,000","$525,000",$0,0.4%,"$2,180,244","$1,090,122",$0
Nathan Enderle,Chargers,2013,1,"$480,000","$480,000",$0,0.4%,"$996,683","$996,683",$0
Nathan Enderle,Jaguars,2012,1,"$465,000","$465,000",$0,0.4%,"$984,751","$984,751",$0
Nathan Peterman,Raiders,2020,1,"$2,133,000","$2,133,000",$0,1.1%,"$2,748,578","$2,748,578",$0
Nathan Peterman,Raiders,2021,1,"$1,025,000","$1,025,000","$1,000,000",0.6%,"$1,434,438","$1,434,438","$1,399,452"
Nathan Peterman,Bears,2023,1,"$1,232,500","$1,232,500","$152,500",0.5%,"$1,400,269","$1,400,269","$173,258"
Nathan Peterman,Saints,2024,1,"$1,292,500","$1,292,500","$80,000",0.5%,"$1,292,500","$1,292,500","$80,000"
Nathan Peterman,Raiders,2020,1,"$1,000,000","$1,000,000","$1,000,000",0.5%,"$1,288,597","$1,288,597","$1,288,597"
Nathan Peterman,Bears,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Nathan Peterman,Bears,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Nathan Peterman,Bears,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Nathan Peterman,Bears,2023,1,"$1,080,000","$1,080,000",$0,0.5%,"$1,227,011","$1,227,011",$0
Nathan Peterman,Raiders,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Nathan Peterman,Bills,2017,4,"$2,639,508","$659,877","$239,508",0.4%,"$4,036,709","$1,009,177","$366,289"
Nathan Peterman,Raiders,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Nathan Peterman,Bears,2022,1,"$395,800","$395,800",$0,0.2%,"$485,530","$485,530",$0
Nathan Peterman,Bears,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Nathan Peterman,Bears,2023,1,"$370,800","$370,800",$0,0.2%,"$421,274","$421,274",$0
Nathan Peterman,Raiders,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Nathan Peterman,Falcons,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Nathan Peterman,Raiders,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Nathan Rourke,Jaguars,2023,3,"$2,700,000","$900,000","$221,000",0.4%,"$3,067,527","$1,022,509","$251,083"
Nathan Rourke,NYG/NE,2024,1,"$915,000","$915,000",$0,0.4%,"$915,000","$915,000",$0
